ID_UNICO,ingresos_jovenes,SEXO,EDAD,INFORMAL,REGION,NIVEL_EDUCATIVO,INTERNET,SEGURO_SALUD,mesestrab_antiguedad
017516_030_11_01,497,1,29,1,Sierra,1,1,1,1
017516_053_11_03,300,1,15,1,Sierra,1,1,1,1
017516_065_11_01,800,0,23,1,Sierra,1,1,1,20
017516_065_11_02,1200,0,21,1,Sierra,1,1,1,24
017517_041_11_03,720,0,21,1,Sierra,1,1,1,60
017517_041_11_05,600,0,15,1,Sierra,1,0,1,5
017519_057_22_01,44,1,23,1,Sierra,2,1,1,1
017519_057_22_02,1082,0,25,1,Sierra,1,1,1,12
017520_091_11_03,1200,0,26,1,Sierra,2,1,1,2
017521_060_11_02,1500,0,21,1,Sierra,1,1,1,1
017521_100_11_02,400,1,24,1,Sierra,2,1,1,2
017523_025_11_02,130,1,20,1,Sierra,1,1,1,12
017524_042_11_02,60,1,17,1,Sierra,1,1,1,1
017525_044_11_02,320,0,20,1,Sierra,1,1,1,1
017526_212_11_07,1200,0,28,1,Costa,1,1,1,84
017526_213_11_03,1440,0,21,1,Costa,1,1,1,30
017526_213_11_04,1320,0,19,1,Costa,1,1,1,24
017527_007_11_03,892,1,24,0,Costa,2,1,1,1
017528_073_11_03,180,0,18,1,Costa,1,1,1,48
017530_193_11_02,115,1,27,1,Costa,2,1,1,24
017530_194_11_02,1409,1,27,0,Costa,1,1,1,1
017531_010_11_06,1440,0,24,1,Costa,1,1,1,2
017531_061_11_03,1100,0,20,1,Costa,1,1,1,3
017531_100_11_03,150,1,23,1,Costa,1,1,1,12
017533_189_11_02,660,0,15,1,Costa,1,1,1,24
017533_192_11_02,1440,0,22,1,Costa,1,1,0,96
017533_192_11_03,1080,1,18,1,Costa,1,1,1,18
017535_097_11_01,1410,0,29,0,Costa,1,1,1,12
017535_097_11_02,1000,1,28,0,Costa,2,1,1,28
017535_099_11_01,780,0,29,1,Costa,1,1,1,1
017536_039_11_02,1044,0,22,0,Costa,2,1,1,11
017536_039_11_07,892,0,28,0,Costa,2,1,1,12
017536_194_11_04,1305,0,26,0,Costa,1,1,1,2
017536_196_11_03,260,0,18,1,Costa,1,1,1,5
017536_196_11_04,600,0,17,1,Costa,1,1,1,12
017538_060_11_02,700,0,18,1,Sierra,1,1,1,2
017538_155_11_03,720,0,29,1,Sierra,1,0,1,3
017538_155_11_05,960,0,22,1,Sierra,1,1,1,12
017539_022_11_03,1010,0,25,0,Sierra,2,1,1,28
017539_022_11_04,1500,0,19,1,Sierra,1,1,0,1
017539_039_11_02,92,1,26,1,Sierra,1,1,1,120
017540_147_11_02,1040,0,26,1,Sierra,1,1,0,1
017541_155_11_03,100,0,22,1,Sierra,2,1,1,36
017542_034_11_01,701,0,26,1,Sierra,1,1,1,72
017542_142_11_02,2180,1,24,1,Sierra,2,1,1,36
017542_142_11_03,1200,0,21,1,Sierra,1,1,1,24
017544_086_11_02,960,0,20,1,Sierra,1,0,0,1
017544_087_11_03,1920,0,16,1,Sierra,1,1,1,3
017544_222_11_03,2240,0,16,1,Sierra,1,1,1,5
017544_222_11_06,1440,0,19,1,Sierra,1,1,1,2
017545_038_11_03,320,0,21,1,Sierra,1,0,1,72
017545_111_11_03,320,0,19,1,Sierra,1,1,1,4
017546_033_11_03,160,0,20,1,Sierra,2,1,1,5
017546_097_11_03,720,0,21,1,Sierra,2,1,1,3
017546_111_11_01,420,0,19,1,Sierra,1,1,0,60
017546_112_11_03,180,1,18,1,Sierra,1,1,1,48
017547_109_11_02,400,0,16,1,Sierra,1,1,1,6
017547_109_11_05,900,1,17,1,Sierra,1,1,1,3
017548_031_11_04,1500,0,17,1,Sierra,1,0,1,1
017549_127_11_03,700,1,20,1,Sierra,2,1,1,1
017550_126_11_03,500,1,21,1,Sierra,2,1,1,3
017551_041_11_05,364,1,24,1,Sierra,2,1,1,36
017551_110_11_03,1044,0,19,0,Sierra,1,1,1,1
017552_053_11_02,1260,0,24,0,Sierra,1,1,1,2
017552_114_11_04,700,0,22,1,Sierra,1,1,1,3
017553_006_11_03,1440,0,21,1,Sierra,1,1,1,3
017554_116_11_03,2400,0,25,1,Sierra,1,1,1,36
017554_117_11_02,2050,0,22,0,Sierra,1,1,1,12
017554_118_11_04,2100,0,19,1,Sierra,1,1,0,6
017554_120_11_03,960,0,27,1,Sierra,1,0,1,12
017558_035_11_01,600,1,25,1,Sierra,1,1,1,2
017558_041_11_02,700,0,18,1,Sierra,1,1,1,1
017558_066_11_01,240,1,29,1,Sierra,1,1,1,24
017562_018_11_04,80,0,15,1,Sierra,1,1,1,18
017564_056_11_04,282,0,19,1,Sierra,1,1,1,12
017565_063_11_03,400,0,19,1,Sierra,1,1,1,2
017566_328_11_01,5,1,29,1,Sierra,1,1,1,120
017566_329_11_02,120,1,17,1,Sierra,1,1,1,3
017566_329_11_03,250,0,17,1,Sierra,1,1,1,2
017566_330_11_03,480,0,19,1,Sierra,1,1,1,6
017567_296_11_03,1200,0,17,1,Sierra,1,1,1,1
017568_002_11_01,199,0,27,1,Sierra,1,0,1,108
017568_082_11_03,600,0,26,1,Sierra,1,1,1,2
017569_019_11_01,1305,0,29,0,Sierra,1,1,1,8
017569_071_11_06,1200,0,15,1,Sierra,1,0,1,1
017569_072_11_03,600,1,17,1,Sierra,1,1,1,1
017571_173_11_04,30,0,24,1,Sierra,1,1,0,144
017571_173_11_05,601,1,17,1,Sierra,1,1,1,4
017572_278_11_01,18,0,29,1,Sierra,1,1,1,96
017573_002_11_04,75,0,16,1,Sierra,1,1,1,1
017577_089_11_02,75,1,22,1,Costa,1,1,1,1
017578_014_11_03,715,1,26,1,Costa,2,1,1,1
017578_029_11_02,1115,1,28,1,Costa,1,1,1,13
017578_089_11_03,805,0,27,1,Costa,2,1,1,12
017578_104_22_01,877,0,27,1,Costa,1,1,1,36
017579_094_11_05,1037,0,29,0,Costa,1,1,1,28
017579_155_11_01,1342,0,24,1,Costa,1,1,1,36
017579_155_11_02,680,1,25,1,Costa,1,1,1,36
017580_102_11_03,480,0,20,1,Costa,1,1,1,1
017581_088_11_03,1980,0,26,0,Costa,2,1,1,24
017581_088_11_04,780,1,24,1,Costa,2,1,1,3
017581_150_11_01,2000,1,28,1,Costa,2,1,1,7
017581_150_11_03,560,1,26,0,Costa,2,1,1,11
017582_128_11_05,2540,1,24,0,Costa,1,1,1,11
017582_128_11_06,875,0,25,0,Costa,2,1,1,72
017583_013_11_03,860,0,25,1,Costa,2,1,0,24
017583_089_11_03,1910,0,25,0,Costa,2,1,1,23
017584_074_23_03,60,0,15,1,Costa,1,1,1,1
017584_112_11_03,1350,1,25,1,Costa,2,1,1,12
017585_010_11_07,1200,0,29,1,Costa,2,1,1,9
017585_010_11_08,978,1,26,0,Costa,2,1,1,12
017586_021_11_03,400,0,21,1,Costa,2,1,1,1
017586_071_11_02,53,1,28,1,Costa,1,0,1,1
017586_083_11_03,1300,1,26,1,Costa,2,1,1,12
017587_049_11_02,892,0,19,0,Costa,1,1,1,2
017588_086_11_01,4000,0,28,0,Costa,2,1,1,24
017589_062_11_04,550,1,26,1,Costa,2,0,1,1
017590_139_11_02,320,1,19,1,Costa,2,1,1,1
017591_097_11_04,480,1,21,1,Costa,2,1,1,60
017591_097_11_06,955,1,29,1,Costa,1,1,0,24
017591_149_11_03,1640,0,24,1,Costa,2,1,1,24
017592_067_11_02,570,0,19,1,Costa,1,1,1,1
017592_067_11_05,1300,0,22,1,Costa,1,1,1,12
017592_104_11_03,1200,0,20,1,Costa,2,1,1,1
017593_065_11_02,1615,1,28,0,Costa,2,1,1,36
017593_065_11_03,1500,1,25,0,Costa,2,1,1,5
017593_096_11_03,1335,1,23,1,Costa,2,1,1,7
017595_026_11_01,720,1,28,1,Costa,1,1,1,4
017595_097_11_02,693,0,22,1,Costa,1,1,1,4
017598_031_11_03,1500,1,23,1,Costa,2,1,1,7
017598_081_11_01,1165,0,29,0,Costa,1,1,1,5
017598_097_11_03,1040,1,27,1,Costa,2,1,1,1
017598_114_11_03,1075,1,28,0,Costa,2,1,1,24
017599_069_11_01,1375,1,29,1,Costa,2,1,1,1
017599_106_11_06,890,0,20,1,Costa,1,1,1,18
017600_026_11_02,480,1,28,1,Costa,1,1,1,24
017600_092_11_02,320,0,18,1,Costa,1,1,1,4
017602_038_12_04,800,1,23,1,Costa,1,1,1,2
017602_050_11_02,2720,0,24,1,Costa,2,1,1,24
017603_067_11_03,160,0,22,1,Costa,2,1,1,1
017603_084_11_04,250,1,21,1,Costa,2,1,1,1
017604_031_11_03,1305,0,24,0,Costa,2,1,1,1
017605_001_11_05,890,1,18,1,Costa,1,1,1,24
017605_034_11_03,120,1,17,1,Costa,1,1,1,13
017606_032_11_03,3010,0,25,1,Costa,2,1,1,24
017606_063_22_02,500,0,26,1,Costa,1,1,1,48
017606_079_11_05,600,0,23,1,Costa,2,1,1,5
017606_110_11_03,3080,1,28,0,Costa,2,1,1,48
017606_124_12_05,1200,0,19,1,Costa,1,1,1,96
017606_124_12_08,940,1,28,1,Costa,1,1,1,1
017608_022_11_04,120,1,25,1,Costa,2,1,1,30
017608_113_11_01,700,1,21,1,Costa,1,1,1,3
017609_004_11_03,1515,1,27,1,Costa,2,1,1,14
017609_004_11_04,1245,0,25,1,Costa,1,0,1,36
017609_049_11_02,180,1,18,1,Costa,1,1,1,2
017610_085_11_02,1080,1,29,1,Costa,1,1,1,1
017610_085_11_03,1500,0,29,1,Costa,1,0,1,36
017611_024_11_02,1200,1,25,1,Costa,2,1,1,5
017611_086_11_02,1740,0,25,0,Costa,2,1,1,24
017611_086_11_03,1050,1,19,1,Costa,2,1,1,2
017611_101_11_03,1000,1,27,1,Costa,2,1,1,1
017611_117_11_02,600,1,21,1,Costa,1,1,1,48
017612_040_11_03,870,1,26,0,Costa,2,1,1,2
017612_100_11_01,1000,0,26,1,Costa,2,1,1,1
017613_088_11_02,200,1,24,1,Costa,2,1,1,1
017614_099_11_03,270,0,27,1,Costa,2,1,1,36
017617_021_11_01,1693,0,28,1,Costa,1,1,1,5
017617_111_11_02,900,1,29,0,Costa,2,1,1,12
017617_156_11_03,1080,0,20,1,Costa,1,1,1,12
017621_025_11_01,85,0,22,1,Costa,2,1,1,24
017621_025_11_02,670,1,20,1,Costa,2,1,1,1
017626_007_11_03,1305,0,22,0,Costa,2,1,1,24
017627_010_11_05,1000,1,24,1,Costa,1,1,1,7
017627_025_11_01,3000,1,27,0,Costa,2,1,1,36
017627_047_11_02,3545,0,25,1,Costa,2,1,1,6
017628_058_11_01,500,1,24,1,Costa,1,1,1,1
017630_087_11_03,1050,1,18,1,Costa,2,1,1,1
017631_001_11_03,1479,1,29,0,Costa,2,1,1,11
017631_027_11_03,285,0,24,1,Costa,1,1,1,72
017631_052_11_03,1080,1,23,1,Costa,2,1,1,6
017632_084_12_05,1060,1,27,1,Costa,1,1,1,72
017633_107_11_03,5000,0,29,0,Costa,2,1,1,18
017634_001_11_03,480,0,29,1,Costa,1,1,1,1
017635_005_11_03,185,1,24,1,Costa,2,1,1,24
017635_026_11_04,1162,0,27,1,Costa,1,1,1,24
017636_001_11_04,280,1,24,1,Costa,2,1,1,6
017636_044_11_01,760,0,23,1,Costa,1,1,1,24
017638_013_11_02,520,0,24,1,Costa,1,1,1,24
017638_025_11_07,925,0,25,1,Costa,1,1,1,24
017638_062_11_02,720,1,19,1,Costa,2,1,1,3
017639_035_11_03,725,0,16,1,Costa,1,1,1,12
017642_073_11_04,173,1,27,1,Costa,2,1,1,12
017643_048_11_02,940,1,28,1,Costa,2,1,1,11
017643_048_11_03,1190,0,28,1,Costa,1,1,1,36
017643_091_11_02,512,0,24,0,Costa,2,1,1,1
017645_012_11_07,840,0,25,1,Costa,1,1,1,60
017645_030_11_02,158,1,25,1,Costa,1,1,1,16
017645_085_11_03,220,0,19,1,Costa,2,1,1,36
017645_104_11_02,755,0,23,1,Costa,1,1,1,3
017645_104_11_03,720,1,21,1,Costa,1,1,1,6
017645_104_11_04,895,0,24,1,Costa,1,1,1,1
017645_122_11_03,1065,0,23,1,Costa,1,0,1,24
017647_133_11_03,2000,0,27,1,Costa,2,1,1,24
017647_133_11_04,1800,0,25,1,Costa,2,1,1,4
017647_154_11_03,875,1,20,1,Costa,2,1,1,30
017649_089_12_04,1800,0,20,1,Costa,1,1,1,8
017649_104_11_01,1057,0,26,0,Costa,2,1,1,36
017650_041_11_01,1025,1,27,1,Costa,2,1,1,6
017650_041_11_02,1260,0,26,1,Costa,2,1,1,36
017650_055_11_01,694,1,28,1,Costa,1,1,1,120
017650_085_11_01,920,1,24,1,Costa,1,1,1,3
017652_029_11_03,500,0,22,1,Costa,1,1,1,14
017652_046_11_04,1320,0,29,1,Costa,1,1,1,5
017652_078_11_02,800,1,26,1,Costa,1,1,1,48
017653_009_11_02,250,1,27,1,Costa,2,1,1,18
017653_097_11_03,914,0,24,0,Costa,1,1,1,14
017653_122_11_03,120,1,15,1,Costa,1,1,1,3
017654_013_11_02,892,0,26,0,Costa,2,1,1,1
017654_024_11_02,1500,1,28,1,Costa,2,1,1,6
017654_056_11_03,950,0,25,0,Costa,1,1,1,5
017654_067_11_03,840,1,26,1,Costa,2,1,1,12
017654_067_11_04,360,0,24,1,Costa,2,1,1,18
017657_135_11_02,720,0,27,1,Costa,1,1,1,72
017658_012_11_04,640,1,21,1,Costa,1,1,1,4
017658_031_11_02,600,0,22,1,Costa,2,1,1,3
017658_096_11_01,1035,1,29,1,Costa,1,1,0,24
017658_112_11_01,2800,1,24,1,Costa,2,1,1,36
017659_034_11_03,892,1,23,0,Costa,2,1,1,1
017659_052_11_03,1215,1,25,1,Costa,2,1,1,3
017660_074_11_03,200,1,26,1,Costa,2,1,1,6
017661_016_11_03,1200,0,26,1,Costa,2,1,1,6
017661_033_11_04,1015,0,21,1,Costa,1,1,1,60
017661_033_11_05,1015,0,17,1,Costa,1,1,1,48
017661_033_11_06,650,0,15,1,Costa,1,1,1,48
017663_094_11_01,1565,1,27,0,Costa,2,1,1,4
017663_094_11_02,1479,0,27,0,Costa,2,1,1,18
017663_143_11_02,630,1,21,1,Costa,2,1,1,19
017663_143_11_03,545,1,24,1,Costa,2,1,1,4
017663_143_11_04,303,0,25,1,Costa,1,1,1,1
017665_015_11_02,1130,1,26,0,Costa,2,0,1,36
017666_075_12_03,976,0,21,0,Costa,1,1,1,1
017666_075_22_01,1600,0,23,0,Costa,1,1,1,1
017666_075_22_02,1600,1,29,0,Costa,1,1,1,1
017668_045_11_02,680,0,29,1,Costa,1,1,1,4
017668_056_11_01,2500,1,29,1,Costa,1,1,1,4
017669_019_11_02,400,0,17,1,Costa,1,1,1,1
017669_043_11_03,1480,1,20,0,Costa,1,1,1,12
017669_069_11_03,892,1,21,0,Costa,2,1,1,12
017669_069_11_04,481,0,15,1,Costa,1,1,1,4
017671_064_11_02,280,0,18,1,Costa,1,1,1,7
017671_077_11_03,2160,0,28,0,Costa,1,1,1,72
017671_090_11_02,1725,0,27,0,Costa,1,0,1,36
017672_059_11_03,1500,0,23,1,Costa,2,1,1,22
017673_008_11_02,1100,0,27,1,Costa,1,1,0,24
017673_072_11_03,626,0,26,1,Costa,2,1,1,8
017673_106_11_03,1345,0,21,1,Costa,1,1,1,1
017674_042_11_03,1830,0,27,1,Costa,2,1,1,12
017674_058_11_04,914,0,19,0,Costa,1,1,1,8
017675_013_11_03,280,1,17,1,Costa,1,1,1,11
017675_029_11_03,1255,0,20,1,Costa,1,1,0,1
017675_074_11_01,990,1,21,1,Costa,1,1,1,24
017676_133_11_02,1000,0,19,1,Costa,1,1,1,3
017676_133_11_03,300,1,17,1,Costa,1,1,1,1
017677_023_11_06,670,0,26,1,Costa,2,1,0,1
017677_078_11_01,932,0,28,1,Costa,1,1,1,2
017677_092_11_01,420,1,19,1,Costa,1,1,1,1
017678_019_11_02,1730,0,21,0,Costa,2,1,1,7
017678_019_11_03,2400,1,29,1,Costa,2,1,1,36
017678_032_11_02,1479,1,28,0,Costa,2,1,1,2
017678_044_11_03,700,0,21,1,Costa,2,1,1,8
017678_044_11_04,2001,1,28,0,Costa,2,1,1,11
017678_044_11_06,800,0,26,1,Costa,2,1,1,24
017679_009_11_02,1,1,21,1,Costa,1,1,1,3
017679_009_11_03,1650,0,19,1,Costa,1,1,1,24
017679_009_11_04,1160,0,16,1,Costa,1,1,1,12
017679_072_11_01,1000,0,28,1,Costa,1,1,1,24
017680_078_11_03,1505,0,26,0,Costa,1,1,1,1
017680_078_11_04,1231,0,24,1,Costa,1,1,1,60
017681_122_11_02,1500,1,25,1,Costa,2,1,1,10
017681_122_11_03,1500,1,24,1,Costa,2,1,1,8
017683_008_11_05,1675,1,24,0,Costa,2,1,1,7
017683_097_11_03,500,1,18,1,Costa,1,1,1,1
017683_097_11_06,1200,0,20,1,Costa,1,1,1,12
017684_011_11_04,630,0,20,1,Costa,1,1,1,36
017685_027_11_03,2750,0,19,1,Costa,1,1,1,4
017685_075_11_02,1430,1,23,1,Costa,1,1,1,24
017686_087_11_05,3050,0,28,0,Costa,2,1,1,72
017686_131_11_03,2350,0,29,0,Costa,2,1,1,24
017686_131_11_05,369,0,25,0,Costa,2,1,1,1
017688_003_11_03,940,0,27,0,Costa,1,1,1,2
017688_027_11_02,720,1,21,1,Costa,2,1,1,2
017688_074_11_03,1592,1,26,0,Costa,1,1,1,2
017688_122_11_01,1600,0,27,1,Costa,2,1,0,1
017689_081_11_02,1300,1,29,0,Costa,2,1,1,48
017690_101_11_05,2900,1,29,0,Costa,2,1,1,4
017690_124_11_02,140,1,21,1,Costa,2,1,1,4
017690_124_11_03,800,0,20,1,Costa,2,1,0,3
017691_008_11_01,960,0,28,1,Costa,1,1,1,3
017691_053_11_05,1020,0,21,0,Costa,1,1,1,24
017692_058_11_03,1026,0,21,1,Costa,1,1,1,39
017693_008_11_04,500,0,26,1,Costa,1,1,1,3
017693_047_11_03,960,0,28,1,Costa,2,1,0,24
017693_060_11_03,1200,0,20,1,Costa,1,1,1,6
017694_003_11_05,65,1,25,1,Costa,2,1,1,1
017694_003_11_07,210,0,21,1,Costa,2,1,1,17
017694_041_11_04,1450,0,25,0,Costa,2,1,1,6
017694_098_11_03,300,0,18,1,Costa,1,0,1,13
017695_065_12_02,1272,0,29,1,Costa,1,1,1,60
017695_065_22_03,800,1,20,1,Costa,1,1,1,5
017697_030_11_03,1003,0,22,1,Costa,1,1,1,18
017698_035_11_01,1700,0,27,0,Costa,1,1,1,2
017698_053_11_01,695,1,27,1,Costa,1,1,1,6
017698_066_11_03,420,1,19,1,Costa,1,1,1,5
017698_094_11_03,57,0,17,1,Costa,1,1,1,2
017699_062_11_03,840,0,25,1,Costa,1,1,1,72
017699_089_11_03,840,0,28,1,Costa,1,0,1,60
017700_050_11_04,230,0,25,1,Costa,1,1,1,1
017702_009_12_02,600,1,26,1,Costa,1,1,1,10
017702_009_22_03,1200,0,26,1,Costa,1,1,1,2
017702_095_11_03,4620,1,29,0,Costa,2,1,1,1
017702_095_11_04,1400,0,26,1,Costa,2,1,1,8
017704_048_11_02,1200,0,20,1,Costa,1,1,1,1
017704_097_11_03,1000,0,29,1,Costa,1,1,1,2
017704_121_11_03,1100,1,28,1,Costa,2,1,1,12
017704_169_11_01,836,1,25,1,Costa,1,1,1,6
017705_078_11_03,1479,0,25,0,Costa,2,1,1,5
017706_073_11_02,600,1,26,1,Costa,1,1,1,48
017706_086_11_04,320,0,20,1,Costa,2,1,1,12
017707_062_11_02,980,0,19,0,Costa,1,1,1,3
017713_051_11_03,1880,0,18,1,Costa,1,0,1,1
017715_050_11_03,20,1,16,1,Costa,1,1,1,1
017715_064_11_02,225,0,20,1,Costa,2,1,1,1
017716_015_11_04,1215,0,26,1,Costa,1,0,1,36
017717_042_11_01,1200,0,26,1,Costa,2,1,1,4
017717_042_11_02,1065,1,21,0,Costa,1,1,1,3
017717_086_11_03,450,1,24,1,Costa,1,1,1,12
017717_086_11_04,1000,0,21,1,Costa,2,1,1,1
017717_086_11_05,200,1,19,1,Costa,1,1,1,1
017717_153_11_03,140,0,18,1,Costa,1,1,1,18
017717_153_11_05,202,1,24,1,Costa,1,1,1,1
017718_019_11_02,920,0,28,1,Costa,1,1,1,24
017718_024_11_03,1,1,22,1,Costa,2,1,1,24
017718_102_11_04,1141,0,24,1,Costa,1,1,1,60
017719_147_11_01,1960,1,26,0,Costa,1,1,1,1
017720_006_11_02,1275,1,19,0,Costa,1,1,1,12
017720_006_11_03,1435,0,28,0,Costa,2,1,1,20
017720_006_11_04,870,1,29,0,Costa,2,1,1,3
017720_020_11_02,220,1,28,1,Costa,1,1,1,48
017720_034_11_03,520,1,24,1,Costa,2,1,1,1
017720_034_11_04,200,0,21,1,Costa,2,1,1,1
017720_091_11_03,913,1,19,0,Costa,1,1,1,11
017721_003_11_01,35,1,27,1,Costa,2,1,1,1
017721_007_12_03,1100,0,19,1,Costa,2,1,1,48
017721_007_22_01,1620,0,23,1,Costa,1,1,1,72
017721_007_22_02,1000,1,19,1,Costa,1,1,1,3
017721_077_11_02,240,1,16,1,Costa,1,1,1,2
017722_077_11_02,1150,1,29,1,Costa,2,1,1,24
017723_086_11_03,1131,0,18,0,Costa,1,1,1,3
017723_121_22_01,970,0,23,0,Costa,1,1,1,56
017723_121_22_02,700,1,23,0,Costa,1,1,1,30
017724_068_11_03,584,0,26,1,Costa,2,1,1,1
017724_088_11_03,1520,1,24,0,Costa,2,1,1,8
017726_011_11_03,2410,0,26,0,Costa,1,1,1,3
017726_011_11_04,888,0,26,0,Costa,1,1,1,1
017726_092_11_03,3025,0,24,0,Costa,2,1,1,2
017727_114_11_03,590,0,24,1,Costa,1,1,1,6
017727_114_11_06,1260,1,26,0,Costa,1,1,1,1
017727_114_11_07,1240,0,28,0,Costa,1,1,1,1
017727_114_11_12,710,0,22,1,Costa,1,1,1,6
017727_134_11_02,600,0,23,1,Costa,2,1,1,3
017727_134_11_04,1280,0,27,0,Costa,2,1,1,9
017728_091_11_02,170,1,19,1,Costa,2,1,1,1
017730_017_11_01,1878,0,29,0,Costa,2,1,1,21
017731_032_11_02,1200,0,26,1,Costa,2,1,1,1
017732_011_11_04,1800,0,23,1,Costa,1,1,1,1
017732_047_11_03,1660,1,29,0,Costa,2,1,1,5
017732_072_11_02,800,1,23,1,Costa,1,1,1,6
017732_084_11_04,2020,0,27,1,Costa,1,1,1,6
017732_084_11_05,1200,0,22,1,Costa,2,1,1,12
017732_084_11_06,346,0,18,1,Costa,1,1,1,12
017733_056_11_06,960,0,23,1,Costa,1,1,1,1
017734_082_11_02,80,0,15,1,Costa,1,1,1,1
017736_014_11_05,1400,0,18,1,Costa,1,1,1,24
017736_040_11_03,1344,1,27,0,Costa,2,1,1,4
017736_094_11_07,900,0,27,1,Costa,1,0,1,96
017737_011_11_04,626,1,25,0,Costa,1,1,1,1
017737_011_11_05,1504,0,26,0,Costa,1,1,1,1
017737_052_11_02,964,0,19,1,Costa,1,1,1,1
017738_105_11_01,700,0,20,1,Costa,1,1,0,4
017739_177_23_01,960,0,28,1,Costa,1,1,1,28
017739_177_23_02,480,1,24,1,Costa,1,0,1,2
017739_177_33_01,720,0,27,1,Costa,1,1,1,28
017741_037_11_05,606,0,28,1,Costa,1,1,1,1
017742_048_11_03,1025,1,22,1,Costa,1,1,1,2
017742_081_11_03,53,1,25,1,Costa,2,1,1,12
017743_028_11_03,346,0,24,1,Costa,1,1,1,2
017743_070_11_03,560,0,17,1,Costa,1,1,1,1
017744_003_11_03,730,0,19,1,Costa,1,1,1,1
017744_025_11_03,130,0,19,1,Costa,1,1,1,6
017744_059_11_02,1200,0,21,1,Costa,2,0,1,2
017744_059_11_03,117,1,19,1,Costa,1,1,1,2
017744_059_11_04,312,1,25,1,Costa,1,1,1,39
017745_061_11_03,1460,1,28,0,Costa,2,1,1,1
017745_061_11_06,658,0,21,1,Costa,2,1,1,18
017746_042_11_01,582,1,21,0,Costa,2,1,1,7
017747_041_12_03,768,1,20,1,Costa,1,1,1,1
017747_159_11_03,1500,0,27,1,Costa,2,1,1,6
017748_078_11_03,4470,0,23,0,Costa,2,1,0,60
017748_099_11_04,1045,0,15,1,Costa,1,1,1,12
017750_052_11_02,500,0,20,1,Costa,1,0,1,1
017750_108_11_02,1316,0,18,1,Costa,1,0,1,3
017752_018_11_02,960,1,27,1,Costa,1,1,1,21
017752_038_11_03,165,1,22,1,Costa,1,1,1,2
017752_097_11_02,2500,1,27,1,Costa,2,1,0,3
017752_097_11_03,914,0,29,0,Costa,2,1,1,2
017752_118_11_05,960,0,27,1,Costa,1,1,1,96
017752_138_11_03,840,1,22,1,Costa,1,1,1,1
017753_110_11_03,719,0,24,1,Costa,1,1,1,12
017753_111_11_03,130,1,23,1,Costa,2,1,1,36
017753_116_11_01,960,0,24,0,Costa,1,1,1,1
017755_055_11_04,1000,1,23,1,Costa,2,1,1,2
017755_056_11_03,710,1,26,1,Costa,2,1,0,3
017755_056_11_04,100,1,17,1,Costa,1,1,1,1
017755_153_11_03,270,0,24,1,Costa,1,1,1,1
017755_153_11_09,600,0,25,1,Costa,1,0,1,1
017755_154_11_04,1000,0,18,1,Costa,2,1,1,1
017755_155_11_03,540,0,17,1,Costa,1,0,1,12
017755_156_11_03,400,0,23,1,Costa,1,1,1,48
017755_156_11_04,240,0,15,1,Costa,1,1,1,12
017755_156_11_07,1392,0,27,0,Costa,2,1,1,2
017756_042_11_01,200,0,25,1,Costa,1,1,1,12
017756_043_11_03,500,0,19,1,Costa,1,1,1,2
017756_044_11_03,2175,0,25,0,Costa,2,1,1,36
017756_044_11_04,1950,0,24,1,Costa,1,1,1,60
017756_044_11_05,1240,0,18,1,Costa,1,1,1,1
017756_124_11_04,384,0,16,1,Costa,1,1,1,1
017757_053_11_03,3560,0,19,1,Costa,1,1,1,36
017757_053_11_04,1340,0,18,1,Costa,1,1,1,7
017759_155_11_05,1720,0,26,0,Costa,2,1,1,24
017759_155_11_06,1240,0,19,1,Costa,1,1,1,1
017760_003_11_03,60,1,28,1,Costa,1,1,1,3
017760_103_11_03,465,1,18,1,Costa,1,1,1,12
017761_250_11_03,560,1,21,1,Costa,1,1,1,10
017761_252_11_05,960,0,21,1,Costa,1,0,1,1
017763_021_11_03,100,1,19,1,Costa,1,1,1,1
017763_022_11_03,120,0,22,1,Costa,1,1,1,3
017763_023_11_03,900,0,22,1,Costa,1,1,1,36
017763_023_11_04,900,0,21,1,Costa,1,1,1,36
017763_125_11_07,994,0,29,1,Costa,1,1,1,96
017763_126_11_05,1950,0,19,1,Costa,1,1,1,2
017764_001_11_02,480,0,17,1,Costa,1,1,1,1
017764_110_11_03,800,0,21,1,Costa,1,1,1,108
017764_110_11_04,320,0,17,1,Costa,1,1,1,4
017765_070_11_05,185,0,17,1,Costa,1,1,1,1
017765_071_11_03,520,1,20,1,Costa,1,1,1,1
017767_110_11_03,240,0,15,1,Costa,1,1,1,24
017767_112_11_03,400,0,19,1,Costa,1,1,1,12
017767_112_11_04,360,0,17,1,Costa,1,1,1,3
017767_112_11_06,225,1,21,1,Costa,1,1,1,1
017767_112_11_07,1260,0,22,0,Costa,1,0,1,2
017770_211_12_03,160,0,23,1,Costa,1,1,1,1
017770_211_22_01,1288,0,24,0,Costa,1,1,1,2
017770_461_11_03,1520,0,28,1,Costa,1,1,1,12
017770_461_11_04,1960,0,27,1,Costa,1,1,1,1
017770_463_11_03,400,0,21,1,Costa,1,1,1,5
017770_463_11_04,110,1,19,1,Costa,1,1,1,3
017770_463_11_06,1265,0,16,1,Costa,1,1,1,1
017771_392_11_06,40,1,22,1,Costa,1,1,1,1
017772_089_11_03,200,1,24,1,Costa,2,1,1,1
017772_090_11_03,1176,0,23,1,Costa,1,1,1,9
